Season,Round,TeamHome,Result,TeamAway,Stadium,Date,Time,Spectators,Referee,YellowCards,RedCards
2018,26,Huesca ,2 – 1 ,Sevilla ,El Alcoraz ,2 de marzo ,18:30 ,6.818,De Burgos Bengoetxea ,9,0
2018,26,Real Madrid ,0 – 1 ,Barcelona ,Bernabéu ,2 de marzo ,20:45 ,78.921,Undiano Mallenco ,5,0
2018,26,Eibar ,1 – 0 ,Celta de Vigo ,Ipurúa ,3 de marzo ,12:00 ,4.682,Cuadra Fernández ,2,0
2018,26,Betis ,1 – 2 ,Getafe ,Villamarín ,3 de marzo ,16:15 ,46.657,Martínez Munuera ,3,0
2018,26,Real Sociedad ,0 – 2 ,Atlético de Madrid ,Anoeta ,3 de marzo ,18:30 ,26.004,González González ,5,0
2018,26,Valencia ,2 – 0 ,Athletic Club ,Mestalla ,3 de marzo ,20:45 ,39.041,Medié Jiménez ,3,0
2018,26,Leganés ,1 – 0 ,Levante  ,Butarque ,4 de marzo ,21:00 ,9.758,Gil Manzano ,10,0
2018,27,Athletic Club ,1 – 1 ,Espanyol ,San Mamés ,8 de marzo ,21:00 ,38.453,González Fuertes ,8,0
2018,27,Deportivo Alavés ,1 – 1 ,Eibar ,Mendizorroza ,9 de marzo ,13:00 ,18.793,Alberola Rojas ,2,0
2018,27,Atlético de Madrid ,1 – 0 ,Leganés ,Wanda Metropolitano ,9 de marzo ,16:15 ,58.321,Mateu Lahoz ,4,0
2018,27,Barcelona ,3 – 1 ,Rayo Vallecano ,Camp Nou ,9 de marzo ,18:30 ,74.158,Melero López ,3,0
2018,27,Getafe ,2 – 1 ,Huesca ,Alfonso Pérez ,9 de marzo ,20:45 ,10.882,Prieto Iglesias ,4,0
2018,27,Celta de Vigo ,0 – 1 ,Betis ,Balaídos ,10 de marzo ,12:00 ,18.005,Estrada Fernández ,3,0
2018,27,Girona ,2 – 3 ,Valencia ,Montilivi ,10 de marzo ,16:15 ,11.502,Del Cerro Grande ,5,0
2018,27,Levante  ,0 – 2 ,Villarreal ,Ciudad de València ,10 de marzo ,18:30 ,20.149,Sánchez Martínez ,8,0
2018,27,Sevilla ,5 – 2 ,Real Sociedad ,Sánchez Pizjuán ,10 de marzo ,18:30 ,35.813,Iglesias Villanueva ,4,0
2018,27,Valladolid ,1 – 4 ,Real Madrid ,José Zorrilla ,10 de marzo ,20:45 ,21.914,Gil Manzano ,6,0
2018,28,Real Sociedad ,1 – 1 ,Levante  ,Anoeta ,15 de marzo ,21:00 ,20.605,Cordero Vega ,4,0
2018,28,Huesca ,1 – 3 ,Deportivo Alavés ,El Alcoraz ,16 de marzo ,13:00 ,6.811,Undiano Mallenco ,4,0
2018,28,Real Madrid ,2 – 0 ,Celta de Vigo ,Bernabéu ,16 de marzo ,16:15 ,65.054,Martínez Munuera ,1,0
2018,28,Athletic Club ,2 – 0 ,Atlético de Madrid ,San Mamés ,16 de marzo ,18:30 ,39.659,Jaime Latre ,4,0
2018,28,Leganés ,0 – 2 ,Girona ,Butarque ,16 de marzo ,20:45 ,9.873,Munuera Montero ,9,0
2018,28,Eibar ,1 – 2 ,Valladolid ,Ipurúa ,17 de marzo ,12:00 ,4.508,Medié Jiménez ,5,0
2018,28,Espanyol ,0 – 1 ,Sevilla ,RCDE Stadium ,17 de marzo ,16:15 ,20.219,Cuadra Fernández ,6,0
2018,28,Valencia ,0 – 0 ,Getafe ,Mestalla ,17 de marzo ,18:30 ,41.778,Sánchez Martínez ,7,0
2018,28,Villarreal ,3 – 1 ,Rayo Vallecano ,La Cerámica ,17 de marzo ,18:30 ,17.117,González González ,6,0
2018,28,Betis ,1 – 4 ,Barcelona ,Villamarín ,17 de marzo ,20:45 ,54.172,De Burgos Bengoetxea ,3,0
2018,29,Girona ,1 – 2 ,Athletic Club ,Montilivi ,29 de marzo ,21:00 ,10.652,Sánchez Martínez ,6,0
2018,29,Getafe ,0 – 2 ,Leganés ,Alfonso Pérez ,30 de marzo ,13:00 ,12.705,González Fuertes ,7,0
2018,29,Barcelona ,2 – 0 ,Espanyol ,Camp Nou ,30 de marzo ,16:15 ,92.795,Del Cerro Grande ,4,0
2018,29,Celta de Vigo ,3 – 2 ,Villarreal ,Balaídos ,30 de marzo ,18:30 ,22.315,Gil Manzano ,4,0
2018,29,Deportivo Alavés ,0 – 4 ,Atlético de Madrid ,Mendizorroza ,30 de marzo ,20:45 ,16.665,Melero López ,4,0
2018,29,Levante  ,2 – 2 ,Eibar ,Ciudad de València ,31 de marzo ,12:00 ,16.179,Prieto Iglesias ,3,0
2018,29,Rayo Vallecano ,1 – 1 ,Betis ,Vallecas ,31 de marzo ,14:00 ,12.31,Mateu Lahoz ,8,1
2018,29,Sevilla ,0 – 1 ,Valencia ,Sánchez Pizjuán ,31 de marzo ,16:15 ,38.45,González González ,4,0
2018,29,Valladolid ,1 – 1 ,Real Sociedad ,José Zorrilla ,31 de marzo ,18:30 ,18.775,Alberola Rojas ,5,0
2018,29,Real Madrid ,3 – 2 ,Huesca ,Bernabéu ,31 de marzo ,20:45 ,49.269,Estrada Fernández ,4,0
2018,30,Atlético de Madrid ,2 – 0 ,Girona ,Wanda Metropolitano ,2 de abril ,19:30 ,40.863,Iglesias Villanueva ,1,0
2018,30,Espanyol ,1 – 1 ,Getafe ,RCDE Stadium ,2 de abril ,20:30 ,16.322,De Burgos Bengoetxea ,7,0
2018,30,Villarreal ,4 – 4 ,Barcelona ,La Cerámica ,2 de abril ,21:30 ,19.515,Hernández Hernández ,11,0
2018,30,Athletic Club ,3 – 2 ,Levante  ,San Mamés ,3 de abril ,19:30 ,36.45,Munuera Montero ,10,0
2018,30,Eibar ,2 – 1 ,Rayo Vallecano ,Ipurúa ,3 de abril ,20:30 ,3.94,Undiano Mallenco ,4,0
2018,30,Huesca ,3 – 3 ,Celta de Vigo ,El Alcoraz ,3 de abril ,20:30 ,6.552,Cordero Vega ,5,0
2018,30,Valencia ,2 – 1 ,Real Madrid ,Mestalla ,3 de abril ,21:30 ,44.274,Jaime Latre ,4,0
2018,30,Sevilla ,2 – 0 ,Deportivo Alavés ,Sánchez Pizjuán ,4 de abril ,19:30 ,33.212,Martínez Munuera ,7,0
2018,30,Leganés ,1 – 0 ,Valladolid ,Butarque ,4 de abril ,20:30 ,10.185,Cuadra Fernández ,4,0
2018,30,Real Sociedad ,2 – 1 ,Betis ,Anoeta ,4 de abril ,21:30 ,16.417,Medié Jiménez ,5,0
2018,31,Girona ,1 – 2 ,Espanyol ,Montilivi ,6 de abril ,13:00 ,11.393,Prieto Iglesias ,7,0
2018,31,Real Madrid ,2 – 1 ,Eibar ,Bernabéu ,6 de abril ,16:15 ,50.284,González Fuertes ,1,0
2018,31,Rayo Vallecano ,2 – 0 ,Valencia ,Vallecas ,6 de abril ,18:30 ,11.32,Alberola Rojas ,5,0
2018,31,Barcelona   ,2 – 0 ,Atlético de Madrid ,Camp Nou ,6 de abril ,20:45 ,92.453,Gil Manzano ,7,1
2018,31,Deportivo Alavés ,1 – 1 ,Leganés ,Mendizorroza ,7 de abril ,12:00 ,16.783,Mateu Lahoz ,10,0
2018,31,Getafe ,1 – 0 ,Athletic Club ,Alfonso Pérez ,7 de abril ,14:00 ,11.617,González González ,3,0
2018,31,Valladolid ,0 – 2 ,Sevilla ,José Zorrilla ,7 de abril ,16:15 ,17.989,Sánchez Martínez ,6,0
2018,31,Levante  ,2 – 2,Huesca ,Ciudad de València ,7 de abril ,18:30 ,19.824,Del Cerro Grande ,6,0
2018,31,Celta de Vigo ,3 – 1 ,Real Sociedad ,Balaídos ,7 de abril ,18:30 ,20.519,Melero López ,3,1
2018,31,Betis ,2 – 1 ,Villarreal ,Villamarín ,7 de abril ,20:45 ,28.475,Estrada Fernández ,8,0
2018,32,Espanyol ,2 – 1 ,Deportivo Alavés ,RCDE Stadium ,13 de abril ,13:00 ,18.143,Iglesias Villanueva ,5,0
2018,32,Huesca ,0 – 0 ,Barcelona ,El Alcoraz ,13 de abril ,16:15 ,7.332,Cuadra Fernández ,3,0
2018,32,Atlético de Madrid ,2 – 0 ,Celta de Vigo ,Wanda Metropolitano ,13 de abril ,18:30 ,55.269,De Burgos Bengoetxea ,4,0
2018,32,Sevilla ,3 – 2 ,Betis ,Sánchez Pizjuán ,13 de abril ,20:45 ,42.885,Hernández Hernández ,9,0
2018,32,Valladolid ,2 – 2 ,Getafe ,José Zorrilla ,14 de abril ,12:00 ,16.909,Munuera Montero ,8,0
2018,32,Athletic Club ,3 – 2 ,Rayo Vallecano ,San Mamés ,14 de abril ,14:00 ,38.732,Martínez Munuera ,4,0
2018,32,Real Sociedad ,1 – 1 ,Eibar ,Anoeta ,14 de abril ,16:15 ,24.308,Jaime Latre ,4,0
2018,32,Girona ,0 – 1 ,Villarreal ,Montilivi ,14 de abril ,18:30 ,11.535,Cordero Vega ,7,0
2018,32,Valencia ,3 – 1 ,Levante  ,Mestalla ,14 de abril ,20:45 ,42.12,Undiano Mallenco ,4,0
2018,32,Leganés ,1 – 1 ,Real Madrid ,Butarque ,15 de abril ,21:00 ,12.118,Medié Jiménez ,3,0
2018,33,Deportivo Alavés ,2 – 2 ,Valladolid ,Mendizorroza ,19 de abril ,21:00 ,13.568,Estrada Fernández ,8,0
2018,33,Celta de Vigo ,2 – 1 ,Girona ,Balaídos ,20 de abril ,13:00 ,20.546,Del Cerro Grande ,3,0
2018,33,Eibar ,0 – 1 ,Atlético de Madrid   ,Ipurúa ,20 de abril ,16:15 ,4.75,Alberola Rojas ,4,0
2018,33,Rayo Vallecano ,0 – 0 ,Huesca ,Vallecas ,20 de abril ,18:30 ,10.542,González González ,6,0
2018,33,Barcelona ,2 – 1 ,Real Sociedad ,Camp Nou ,20 de abril ,20:45 ,75.47,González Fuertes ,1,0
2018,33,Levante  ,2 – 2 ,Espanyol ,Ciudad de València ,21 de abril ,12:00 ,16.876,Gil Manzano ,5,0
2018,33,Getafe ,3 – 0 ,Sevilla ,Alfonso Pérez ,21 de abril ,14:00 ,11.495,Mateu Lahoz ,9,1
2018,33,Real Madrid ,3 – 0 ,Athletic Club ,Bernabéu ,21 de abril ,16:15 ,59.815,Melero López ,6,0
2018,33,Villarreal ,2 – 1 ,Leganés ,La Cerámica ,21 de abril ,18:30 ,14.753,Prieto Iglesias ,3,0
2018,33,Betis ,1 – 2 ,Valencia ,Villamarín ,21 de abril ,20:45 ,42.508,Sánchez Martínez ,6,0
2018,34,Huesca ,2 – 0 ,Eibar ,El Alcoraz ,23 de abril ,19:30 ,6.157,Medié Jiménez ,5,0
2018,34,Valladolid ,1 – 0 ,Girona ,José Zorrilla ,23 de abril ,20:30 ,19.106,Martínez Munuera ,7,0
2018,34,Deportivo Alavés ,0 – 2 ,Barcelona ,Mendizorroza ,23 de abril ,21:30 ,18.735,Cordero Vega ,4,0
2018,34,Atlético de Madrid ,3 – 2 ,Valencia ,Wanda Metropolitano ,24 de abril ,19:30 ,43.531,Hernández Hernández ,6,0
2018,34,Espanyol ,1 – 1 ,Celta de Vigo ,RCDE Stadium ,24 de abril ,20:30 ,15.68,Undiano Mallenco ,3,0
2018,34,Leganés ,0 – 1 ,Athletic Club ,Butarque ,24 de abril ,20:30 ,4.155,Iglesias Villanueva ,2,0
2018,34,Levante  ,4 – 0 ,Betis ,Ciudad de València ,24 de abril ,21:30 ,20.394,Jaime Latre ,5,0
2018,34,Sevilla ,5 – 0 ,Rayo Vallecano ,Sánchez Pizjuán ,25 de abril ,19:30 ,32.636,Cuadra Fernández ,3,0
2018,34,Real Sociedad ,0 – 1 ,Villarreal ,Anoeta ,25 de abril ,20:30 ,20.06,Munuera Montero ,5,0
2018,34,Getafe ,0 – 0 ,Real Madrid ,Alfonso Pérez ,25 de abril ,21:30 ,13.135,De Burgos Bengoetxea ,4,0
2018,35,Athletic Club ,1 – 1 ,Deportivo Alavés ,San Mamés ,27 de abril ,13:00 ,40.402,Gil Manzano ,4,0
2018,35,Atlético de Madrid ,1 – 0 ,Valladolid ,Wanda Metropolitano ,27 de abril ,16:15 ,53.123,Melero López ,4,0
2018,35,Leganés ,0 – 0 ,Celta de Vigo ,Butarque ,27 de abril ,18:30 ,10.324,Martínez Munuera ,1,0
2018,35,Barcelona  ,1 – 0 ,Levante  ,Camp Nou ,27 de abril ,20:45 ,91.917,De Burgos Bengoetxea ,7,0
2018,35,Valencia ,0 – 1 ,Eibar ,Mestalla ,28 de abril ,12:00 ,35.393,Estrada Fernández ,5,0
2018,35,Girona ,1 – 0 ,Sevilla ,Montilivi ,28 de abril ,14:00 ,11.281,González González ,3,1
2018,35,Real Sociedad ,2 – 1 ,Getafe ,Anoeta ,28 de abril ,16:15 ,19.386,Prieto Iglesias ,5,0
2018,35,Villarreal ,1 – 1 ,Huesca ,La Cerámica ,28 de abril ,18:30 ,17.901,Sánchez Martínez ,7,1
2018,35,Rayo Vallecano ,1 – 0 ,Real Madrid    ,Vallecas ,28 de abril ,20:45 ,13.273,González Fuertes ,7,0
2018,35,Betis ,1 – 1 ,Espanyol ,Villamarín ,29 de abril ,21:00 ,30.561,Del Cerro Grande ,5,0
2018,36,Sevilla ,0 – 3 ,Leganés ,Sánchez Pizjuán ,3 de mayo ,21:00 ,32.797,Undiano Mallenco ,2,0
2018,36,Levante  ,4 – 1 ,Rayo Vallecano   ,Ciudad de València ,4 de mayo ,13:00 ,19.868,Estrada Fernández ,5,0
2018,36,Espanyol ,3 – 0 ,Atlético de Madrid ,RCDE Stadium ,4 de mayo ,16:15 ,20.207,Munuera Montero ,3,0
2018,36,Deportivo Alavés ,0 – 1 ,Real Sociedad ,Mendizorroza ,4 de mayo ,18:30 ,18.509,Alberola Rojas ,4,0
2018,36,Celta de Vigo ,2 – 0 ,Barcelona ,Balaídos ,4 de mayo ,20:45 ,22.519,Sánchez Martínez ,6,0
2018,36,Getafe ,2 – 0 ,Girona ,Alfonso Pérez ,5 de mayo ,12:00 ,10.615,Hernández Hernández ,6,1
2018,36,Eibar ,1 – 0 ,Betis ,Ipurúa ,5 de mayo ,14:00 ,4.725,Iglesias Villanueva ,5,0
2018,36,Real Madrid ,3 – 2 ,Villarreal ,Bernabéu ,5 de mayo ,16:15 ,46.294,Gil Manzano ,3,0
2018,36,Valladolid ,1 – 0 ,Athletic Club ,José Zorrilla ,5 de mayo ,18:30 ,22.151,Mateu Lahoz ,9,0
2018,36,Huesca   ,2 – 6 ,Valencia ,El Alcoraz ,5 de mayo ,20:45 ,6.378,Del Cerro Grande ,3,0
2018,37,Athletic Club ,3 – 1 ,Celta de Vigo ,San Mamés ,12 de mayo ,18:30 ,42.494,Estrada Fernández ,7,0
2018,37,Atlético de Madrid ,1 – 1 ,Sevilla ,Wanda Metropolitano ,12 de mayo ,18:30 ,60.234,De Burgos Bengoetxea ,9,0
2018,37,Barcelona ,2 – 0 ,Getafe ,Camp Nou ,12 de mayo ,18:30 ,57.088,González González ,4,0
2018,37,Betis ,2 – 1 ,Huesca ,Villamarín ,12 de mayo ,18:30 ,28.078,Cordero Vega ,8,1
2018,37,Girona ,1 – 2 ,Levante  ,Montilivi ,12 de mayo ,18:30 ,13.342,Del Cerro Grande ,5,0
2018,37,Rayo Vallecano ,1 – 2 ,Valladolid ,Vallecas ,12 de mayo ,18:30 ,10.04,Sánchez Martínez ,4,0
2018,37,Valencia ,3 – 1 ,Deportivo Alavés ,Mestalla ,12 de mayo ,18:30 ,37.744,Cuadra Fernández ,7,0
2018,37,Villarreal ,1 – 0 ,Eibar ,La Cerámica ,12 de mayo ,18:30 ,17.901,González Fuertes ,5,0
2018,37,Leganés ,0 – 2 ,Espanyol ,Butarque ,12 de mayo ,18:30 ,10.597,Melero López ,5,0
2018,37,Real Sociedad ,3 – 1 ,Real Madrid ,Anoeta ,12 de mayo ,18:30 ,27.322,Martínez Munuera ,3,1
2018,38,Levante  ,2 – 2 ,Atlético de Madrid ,Ciudad de València ,18 de mayo ,13:00 ,20.575,Iglesias Villanueva ,1,1
2018,38,Espanyol    ,2 – 0 ,Real Sociedad ,RCDE Stadium ,18 de mayo ,16:15 ,26.568,Jaime Latre ,4,0
2018,38,Getafe    ,2 – 2 ,Villarreal ,Alfonso Pérez ,18 de mayo ,16:15 ,13.579,Estrada Fernández ,5,0
2018,38,Sevilla    ,2 – 0 ,Athletic Club ,Sánchez Pizjuán ,18 de mayo ,16:15 ,28.06,Sánchez Martínez ,6,0
2018,38,Valladolid ,0 – 2 ,Valencia    ,José Zorrilla ,18 de mayo ,16:15 ,23.455,De Burgos Bengoetxea ,4,0
2018,38,Deportivo Alavés ,2 – 1 ,Girona   ,Mendizorroza ,18 de mayo ,20:45 ,11.549,Melero López ,6,0
2018,38,Celta de Vigo ,2 – 2 ,Rayo Vallecano ,Balaídos ,18 de mayo ,20:45 ,21.607,Mateu Lahoz ,4,0
2018,38,Huesca ,2 – 1 ,Leganés ,El Alcoraz ,18 de mayo ,20:45 ,5.575,Alberola Rojas ,1,0
2018,38,Real Madrid ,0 – 2 ,Betis ,Bernabéu ,19 de mayo ,12:00 ,56.9,Undiano Mallenco ,5,0
2018,38,Eibar ,2 – 2 ,Barcelona ,Ipurúa ,19 de mayo ,16:15 ,5.145,Munuera Montero ,6,0
2019,1,Athletic Club ,1 – 0 ,Barcelona ,San Mamés ,16 de agosto ,21:00 ,47693,Del Cerro Grande ,2,0
2019,1,Celta de Vigo ,1 – 3 ,Real Madrid ,Balaídos ,17 de agosto ,17:00 ,23566,Estrada Fernández ,7,1
2019,1,Valencia ,1 – 1 ,Real Sociedad ,Mestalla ,17 de agosto ,19:00 ,41953,Gil Manzano ,8,0
2019,1,Mallorca ,2 – 1 ,Eibar ,Estadio de Son Moix ,17 de agosto ,20:00 ,15127,Melero López ,5,0
2019,1,Villarreal ,4 – 4 ,Granada ,La Cerámica ,17 de agosto ,21:00 ,14753,Cordero Vega ,4,0
2019,1,Leganés ,0 – 1 ,Osasuna ,Butarque ,17 de agosto ,21:00 ,10020,Alberola Rojas ,5,1
2019,1,Deportivo Alavés ,1 – 0 ,Levante  ,Mendizorroza ,18 de agosto ,17:00 ,12029,Soto Grado ,3,0
2019,1,Espanyol ,0 – 2 ,Sevilla ,RCDE Stadium ,18 de agosto ,19:00 ,19832,Martínez Munuera ,4,0
2019,1,Betis ,1 – 2 ,Valladolid ,Benito Villamarín ,18 de agosto ,21:00 ,49554,Jaime Latre ,8,1
2019,1,Atlético de Madrid ,1 – 0 ,Getafe ,Wanda Metropolitano ,18 de agosto ,22:00 ,55099,Cuadra Fernández ,7,1
2019,2,Granada ,0 – 1 ,Sevilla ,Los Cármenes ,23 de agosto ,20:00 ,15849,Sánchez Martínez ,2,0
2019,2,Levante  ,2 – 1 ,Villarreal ,Ciudad de València ,23 de agosto ,22:00 ,18914,Munuera Montero ,3,0
2019,2,Osasuna ,0 – 0 ,Eibar ,El Sadar ,24 de agosto ,17:00 ,13993,Medié Jiménez ,8,0
2019,2,Real Madrid ,1 – 1 ,Valladolid ,Santiago Bernabéu ,24 de agosto ,19:00 ,63037,González Fuertes ,3,0
2019,2,Getafe ,1 – 1 ,Athletic Club ,Alfonso Pérez ,24 de agosto ,21:00 ,10102,Mateu Lahoz ,3,0
2019,2,Celta de Vigo ,1 – 0 ,Valencia ,Balaídos ,24 de agosto ,21:00 ,20065,Hernández Hernández ,3,0
2019,2,Deportivo Alavés ,0 – 0 ,Espanyol ,Mendizorroza ,25 de agosto ,17:00 ,14567,Prieto Iglesias ,4,0
2019,2,Mallorca ,0 – 1 ,Real Sociedad ,Estadio de Son Moix ,25 de agosto ,17:00 ,18028,Pizarro Gómez ,3,0
2019,2,Leganés ,0 – 1 ,Atlético de Madrid ,Butarque ,25 de agosto ,19:00 ,11742,De Burgos Bengoetxea ,9,0
2019,2,Barcelona ,5 – 2 ,Betis ,Camp Nou ,25 de agosto ,21:00 ,79160,González González ,2,0
2019,3,Sevilla ,1 – 1 ,Celta de Vigo ,Sánchez-Pizjuán ,30 de agosto ,20:00 ,37787,Del Cerro Grande ,6,0
2019,3,Athletic Club ,2 – 0 ,Real Sociedad ,San Mamés ,30 de agosto ,22:00 ,46697,Estrada Fernández ,4,0
2019,3,Osasuna ,2 – 2 ,Barcelona ,El Sadar ,31 de agosto ,17:00 ,16742,Martínez Munuera ,6,0
2019,3,Levante  ,2 – 0 ,Valladolid ,Ciudad de València ,31 de agosto ,19:00 ,19347,Cordero Vega ,4,0
2019,3,Getafe ,1 – 1 ,Deportivo Alavés ,Alfonso Pérez ,31 de agosto ,19:00 ,10806,Melero López ,4,0
2019,3,Betis ,2 – 1 ,Leganés ,Benito Villamarín ,31 de agosto ,21:00 ,47819,Cuadra Fernández ,6,0
2019,3,Valencia ,2 – 0 ,Mallorca ,Mestalla ,1 de septiembre ,17:00 ,40441,Alberola Rojas ,1,0
2019,3,Espanyol ,0 – 3 ,Granada ,RCDE Stadium ,1 de septiembre ,19:00 ,20870,Soto Grado ,5,0
2019,3,Atlético de Madrid ,3 – 2 ,Eibar ,Wanda Metropolitano ,1 de septiembre ,19:00 ,56664,Jaime Latre ,3,0
2019,3,Villarreal ,2 – 2 ,Real Madrid ,La Cerámica ,1 de septiembre ,21:00 ,20128,Gil Manzano ,5,0
2019,4,Mallorca ,0 – 0 ,Athletic Club ,Estadio de Son Moix ,13 de septiembre ,21:00 ,16390,González Fuertes ,7,0
2019,4,Real Madrid ,3 – 2 ,Levante  ,Santiago Bernabéu ,14 de septiembre ,13:00 ,60401,De Burgos Bengoetxea ,4,0
2019,4,Leganés ,0 – 3 ,Villarreal ,Butarque ,14 de septiembre ,16:00 ,7670,Medié Jiménez ,2,0
2019,4,Real Sociedad ,2 – 0 ,Atlético de Madrid ,Reale Seguros Stadium ,14 de septiembre ,18:30 ,34719,Mateu Lahoz ,4,0
2019,4,Barcelona ,5 – 2 ,Valencia ,Camp Nou ,14 de septiembre ,21:00 ,81617,Sánchez Martínez ,5,0
2019,4,Eibar ,1 – 2 ,Espanyol ,Ipurúa ,15 de septiembre ,12:00 ,5410,Pizarro Gómez ,6,0
2019,4,Deportivo Alavés ,0 – 1 ,Sevilla ,Mendizorroza ,15 de septiembre ,14:00 ,16309,Hernández Hernández ,10,0
2019,4,Celta de Vigo ,0 – 2 ,Granada ,Balaídos ,15 de septiembre ,16:00 ,18259,Prieto Iglesias ,6,2
2019,4,Valladolid ,1 – 1 ,Osasuna ,José Zorrilla ,15 de septiembre ,18:30 ,20670,Munuera Montero ,1,0
2019,4,Betis ,1 – 1  ,Getafe ,Benito Villamarín ,15 de septiembre ,21:00 ,47884,González González ,9,2
2019,5,Osasuna ,0 – 0 ,Betis ,El Sadar ,20 de septiembre ,21:00 ,15569,Del Cerro Grande ,3,0
2019,5,Villarreal ,2 – 0 ,Valladolid ,La Cerámica ,21 de septiembre ,13:00 ,16195,Soto Grado ,3,0
2019,5,Levante  ,0 – 0 ,Eibar ,Ciudad de València ,21 de septiembre ,16:00 ,18904,Alberola Rojas ,2,0
2019,5,Atlético de Madrid ,0 – 0 ,Celta de Vigo ,Wanda Metropolitano ,21 de septiembre ,18:30 ,57701,Melero López ,8,0
2019,5,Granada ,2 – 0 ,Barcelona ,Los Cármenes ,21 de septiembre ,21:00 ,18880,Cuadra Fernández ,5,0
2019,5,Getafe ,4 – 2 ,Mallorca ,Alfonso Pérez ,22 de septiembre ,12:00 ,11338,Jaime Latre ,9,0
2019,5,Espanyol ,1 – 3 ,Real Sociedad ,RCDE Stadium ,22 de septiembre ,14:00 ,19173,Cordero Vega ,1,0
2019,5,Valencia ,1 – 1 ,Leganés ,Mestalla ,22 de septiembre ,16:00 ,39014,Estrada Fernández ,7,0
2019,5,Athletic Club ,2 – 0 ,Deportivo Alavés ,San Mamés ,22 de septiembre ,18:30 ,45143,Gil Manzano ,5,0
2019,5,Sevilla ,0 – 1 ,Real Madrid ,Sánchez-Pizjuán ,22 de septiembre ,21:00 ,42354,Martínez Munuera ,5,0
2019,6,Valladolid ,1 – 1 ,Granada ,José Zorrilla ,24 de septiembre ,19:00 ,18410,Pizarro Gómez ,5,0
2019,6,Betis ,3 – 1 ,Levante  ,Benito Villamarín ,24 de septiembre ,20:00 ,44560,Prieto Iglesias ,4,0
2019,6,Barcelona ,2 – 1 ,Villarreal ,Camp Nou ,24 de septiembre ,21:00 ,70316,De Burgos Bengoetxea ,6,0
2019,6,Leganés ,1 – 1 ,Athletic Club ,Butarque ,25 de septiembre ,19:00 ,11036,González González ,1,0
2019,6,Mallorca ,0 – 2 ,Atlético de Madrid ,Estadio de Son Moix ,25 de septiembre ,19:00 ,16308,Hernández Hernández ,8,0
2019,6,Valencia ,3 – 3 ,Getafe ,Mestalla ,25 de septiembre ,20:00 ,37814,Munuera Montero ,5,0
2019,6,Real Madrid ,2 – 0 ,Osasuna ,Santiago Bernabéu ,25 de septiembre ,21:00 ,57520,Mateu Lahoz ,4,0
2019,6,Eibar ,3 – 2 ,Sevilla ,Ipurúa ,26 de septiembre ,19:00 ,5434,González Fuertes ,7,0
2019,6,Celta de Vigo ,1 – 1 ,Espanyol ,Balaídos ,26 de septiembre ,20:00 ,16361,Sánchez Martínez ,7,0
2019,6,Real Sociedad ,3 – 0 ,Deportivo Alavés ,Reale Seguros Stadium ,26 de septiembre ,21:00 ,28720,Medié Jiménez ,5,0
2019,7,Villarreal ,5 – 1 ,Betis ,La Cerámica ,27 de septiembre ,21:00 ,18135,Estrada Fernández ,5,0
2019,7,Athletic Club ,0 – 1 ,Valencia ,San Mamés ,28 de septiembre ,13:00 ,42420,Melero López ,6,0
2019,7,Getafe ,0 – 2 ,Barcelona ,Alfonso Pérez ,28 de septiembre ,16:00 ,15135,Gil Manzano ,8,0
2019,7,Granada ,1 - 0 ,Leganés ,Los Cármenes ,28 de septiembre ,18:30 ,15519,Cordero Vega ,7,0
2019,7,Atlético de Madrid ,0 – 0 ,Real Madrid ,Wanda Metropolitano ,28 de septiembre ,21:00 ,62032,González González ,3,0
2019,7,Espanyol ,0 – 2 ,Valladolid ,RCDE Stadium ,29 de septiembre ,12:00 ,20911,Cuadra Fernández ,2,1
2019,7,Eibar ,2 – 0 ,Celta de Vigo ,Ipurúa ,29 de septiembre ,14:00 ,5453,Martínez Munuera ,4,0
2019,7,Deportivo Alavés ,2 – 0 ,Mallorca ,Mendizorroza ,29 de septiembre ,16:00 ,17135,Del Cerro Grande ,5,0
2019,7,Levante  ,1 – 1 ,Osasuna ,Ciudad de València ,29 de septiembre ,18:30 ,19362,Soto Grado ,6,0
2019,7,Sevilla ,3 – 2 ,Real Sociedad ,Sánchez-Pizjuán ,29 de septiembre ,21:00 ,37458,Alberola Rojas ,2,0
2019,8,Betis ,1 – 1 ,Eibar ,Benito Villamarín ,4 de octubre ,21:00 ,46143,Hernández Hernández ,9,0
2019,8,Leganés ,1 – 2 ,Levante  ,Butarque ,5 de octubre ,13:00 ,10160,Munuera Montero ,8,0
2019,8,Real Madrid ,4 – 2 ,Granada ,Santiago Bernabéu ,5 de octubre ,16:00 ,70315,Jaime Latre ,9,0
2019,8,Valencia ,2 – 1 ,Deportivo Alavés ,Mestalla ,5 de octubre ,18:30 ,38943,Prieto Iglesias ,4,0
2019,8,Osasuna ,2 – 1 ,Villarreal ,El Sadar ,5 de octubre ,21:00 ,15415,Pizarro Gómez ,4,0
2019,8,Mallorca ,2 – 0 ,Espanyol ,Estadio de Son Moix ,6 de octubre ,12:00 ,15052,De Burgos Bengoetxea ,4,0
2019,8,Celta de Vigo ,1 – 0 ,Athletic Club ,Balaídos ,6 de octubre ,14:00 ,19690,Medié Jiménez ,5,0
2019,8,Valladolid ,0 – 0 ,Atlético de Madrid ,José Zorrilla ,6 de octubre ,16:00 ,23650,Sánchez Martínez ,10,0
